   6.4695119e-01   1.5000051e-01   5.4087226e-02   2.5482686e-01   2.7916235e-01   2.7133691e-01  -2.9715925e-02   4.3442365e-01   5.9436116e-01   9.7319026e-02   3.5713744e-01   3.9296514e-01   5.8285421e-02  -6.6422944e-04   6.9325602e-01  -2.9101219e-01
  -9.3353462e-01  -9.9592561e-01  -8.5940742e-01  -6.1433549e-01  -9.8204987e-01  -3.8836594e-01  -2.4774682e-01  -5.6691890e-01  -7.5597783e-01  -5.6012699e-01  -1.0457446e+00  -6.3857814e-01  -4.2835300e-01  -5.5098223e-01  -8.9028077e-01  -1.0014694e-01
   1.0043228e+00   1.2054611e+00   6.4713009e-01   8.2302327e-01   1.0066090e+00   1.4762008e+00   1.4884392e+00   1.3504277e+00   8.3836723e-01   8.0498612e-01   1.6138399e+00   6.6886343e-01   5.1122888e-01   8.8636279e-01   8.4583140e-01   1.2119793e+00
   1.9044909e+00   2.1388349e+00   1.4733128e+00   1.3997469e+00   1.9424271e+00   1.7877591e+00   1.6475176e+00   1.8544614e+00   1.5683081e+00   1.3228272e+00   2.5801966e+00   1.2839554e+00   9.1289049e-01   1.3867364e+00   1.7136361e+00   1.2301517e+00
   7.3127714e-01  -8.8347531e-01  -1.0843205e+00  -1.9006186e-02  -4.9958123e-01   5.4213262e-01  -1.7038803e-01   7.3592408e-01   8.1847025e-01  -4.2855536e-01  -2.2606287e-01   3.4089673e-01  -4.0109526e-01  -7.0301385e-01   9.1200813e-01  -8.1000401e-01
  -1.0849572e+00  -3.4328708e+00  -2.6460652e+00  -1.6181108e+00  -2.6021422e+00  -2.0715587e+00  -2.9396441e+00  -1.6392350e+00  -6.4727697e-01  -2.0765245e+00  -3.3755094e+00  -9.0415537e-01  -1.4892120e+00  -2.5573024e+00  -5.7022076e-01  -3.1961168e+00
  -1.2857481e+00  -2.7096854e+00  -2.0267132e+00  -1.4142778e+00  -2.1659729e+00  -1.8105539e+00  -2.2579057e+00  -1.5862681e+00  -9.1815053e-01  -1.6494350e+00  -2.8317785e+00  -9.6548496e-01  -1.1702463e+00  -1.9466851e+00  -9.2468261e-01  -2.2583884e+00
  -2.9498729e+00  -4.6783003e+00  -3.0155620e+00  -2.7847485e+00  -3.7926847e+00  -4.3969928e+00  -4.8687468e+00  -3.9255775e+00  -2.3166857e+00  -2.9850215e+00  -5.5389453e+00  -2.0670912e+00  -2.0034541e+00  -3.4212993e+00  -2.3179311e+00  -4.3818533e+00
  -1.3154061e+00  -3.7271867e+00  -2.4601402e+00  -1.9149361e+00  -2.7184268e+00  -3.3158406e+00  -4.2900592e+00  -2.5898675e+00  -8.7372170e-01  -2.3821462e+00  -4.0979146e+00  -1.0332262e+00  -1.6068211e+00  -2.9431665e+00  -6.8223645e-01  -4.3539399e+00
  -7.9461734e-01  -3.6203153e+00  -2.3161005e+00  -1.7474521e+00  -2.4624805e+00  -3.3915763e+00  -4.6447683e+00  -2.4477051e+00  -4.0527815e-01  -2.3474600e+00  -3.9303375e+00  -7.0971056e-01  -1.5635879e+00  -3.0087363e+00  -9.6364638e-02  -4.8794210e+00
  -2.2205047e+00  -6.4796508e+00  -4.5210159e+00  -3.2397409e+00  -4.7937888e+00  -5.1343066e+00  -6.8003359e+00  -4.0296394e+00  -1.4318274e+00  -4.0655469e+00  -6.8718419e+00  -1.7746953e+00  -2.7992484e+00  -5.0145691e+00  -1.1657536e+00  -7.0320700e+00
  -2.1570793e+00  -5.6439809e+00  -3.7923142e+00  -2.9260682e+00  -4.1925071e+00  -4.8550473e+00  -6.2138425e+00  -3.8686736e+00  -1.4703544e+00  -3.5824887e+00  -6.1820757e+00  -1.6681813e+00  -2.4330894e+00  -4.3852816e+00  -1.2362078e+00  -6.2675201e+00
  -2.8809672e+00  -6.0076300e+00  -3.9131124e+00  -3.3126888e+00  -4.6009982e+00  -5.5076002e+00  -6.6406679e+00  -4.5876846e+00  -2.1239097e+00  -3.8398233e+00  -6.8462469e+00  -2.1157972e+00  -2.5818799e+00  -4.5888179e+00  -1.9535298e+00  -6.4077209e+00
  -4.0687677e+00  -8.6926638e+00  -5.6092014e+00  -4.7809344e+00  -6.6069129e+00  -8.1012402e+00  -9.8144606e+00  -6.6926941e+00  -2.9854407e+00  -5.5748335e+00  -9.9320879e+00  -2.9979208e+00  -3.7356014e+00  -6.6888795e+00  -2.7011214e+00  -9.4987022e+00
  -4.4346228e+00  -9.3932164e+00  -6.0279797e+00  -5.1864302e+00  -7.1391791e+00  -8.8411254e+00  -1.0679023e+01  -7.3085989e+00  -3.2649065e+00  -6.0338243e+00  -1.0774164e+01  -3.2597276e+00  -4.0356014e+00  -7.2350068e+00  -2.9544731e+00  -1.0309360e+01
